Employer,Total_Hires,Avg_Hourly_Wage,Majors_Served,Industries_Served,Years_Active,Seasons_Active,Remote_Rate
The University of Cincinnati Foundation,1,15.0,1,1,1,1,0.0
The Voice of Your Customer,1,15.0,1,1,1,1,0.0
The Walt Disney Company,19,15.18421052631579,6,1,5,3,0.0
The Wendy's Company,2,24.0,1,1,2,2,0.0
Thermo Fisher Scientific,3,17.333333333333332,1,1,2,3,0.0
Third Federal Savings and Loan,1,12.0,1,1,1,1,0.0
Thirty-One Gifts,1,15.0,1,1,1,1,0.0
Thogus,1,11.0,1,1,1,1,0.0
Thomas H. Bergman & Assoc LLC,2,14.0,1,1,2,2,0.0
Thompson-Boerger Insurance,1,17.0,1,1,1,1,0.0
Thrive Companies,1,17.0,1,1,1,1,0.0
ThriveCash,1,10.0,1,1,1,1,0.0
Thunderdome Restaurant Group,3,17.416666666666668,1,2,3,2,0.0
TiER1 Performance,14,17.357142857142858,2,2,6,3,0.0
Tidwell Group,2,23.5,2,1,2,1,0.0
Tier One Business Solutions,1,16.0,1,1,1,1,0.0
TikTok Inc,1,18.0,1,1,1,1,0.0
Time to Give,1,12.88,1,1,1,1,0.0
Timet,2,19.0,1,1,1,2,0.0
Tire Discounters,20,17.572499999999998,8,1,5,3,0.0
Titan Hospitality LLC,2,17.0,1,1,1,2,0.0
Tiverton Advisors LLC,1,16.0,1,1,1,1,0.0
Toledo Mud Hens & Toledo Walleye,1,12.0,1,1,1,1,0.0
Tory Burch,1,17.3,1,1,1,1,0.0
Total Quality Logistics,8,20.49125,4,1,2,3,0.0
Totally Promotional,1,18.0,1,1,1,1,0.0
Touchstone Investments,2,17.0,1,1,2,1,0.0
Toyota Material Handling,2,21.0,1,1,2,1,0.0
Toyota Motor North America,5,19.8,4,2,4,3,0.0
Toyota Motor North America Inc,1,22.0,1,1,1,1,1.0
Toyota North America,3,18.0,3,1,1,1,0.0
Trails End Camp,1,37.5,1,1,1,1,0.0
Trane Technologies,1,18.0,1,1,1,1,0.0
Transamerica,4,19.9425,1,2,2,2,0.0
Transamerica Agency Network,1,20.59,1,1,1,1,0.0
"Transamerica Financial Advisors, Inc",1,18.0,1,1,1,1,0.0
"Transpak, Inc",1,24.0,1,1,1,1,0.0
Transplace,1,17.0,1,1,1,1,0.0
"Travel Butler County, Ohio",3,14.0,1,1,2,2,0.0
Travel Centers of America,2,16.0,2,1,1,1,0.0
Travelcenters of America,1,12.0,1,1,1,1,0.0
Travelers Insurance,1,20.0,1,1,1,1,0.0
Travelers Insurance - Cleveland,1,18.0,1,1,1,1,0.0
Treasure Island Resort & Casino,1,15.88,1,1,1,1,0.0
Trew Automation,1,17.0,1,1,1,1,0.0
"Tri-State Plan Administration, Inc",1,16.0,1,1,1,1,0.0
TriHealth,1,16.0,1,1,1,1,0.0
TriVersity Construction LLC,3,17.833333333333332,2,1,3,3,0.0
"Trilogy Health Services, LLC",2,16.0,1,1,1,2,0.0
Trilogy realty and development,1,17.0,1,1,1,1,0.0
Trimble,1,17.0,1,1,1,1,0.0
"Trimble, Inc",4,20.25,4,1,2,1,0.0
Trinity Guardion,1,18.0,1,1,1,1,0.0
"Trinity Guardion, Inc",1,17.0,1,1,1,1,0.0
Trinity Wealth Management,1,17.0,1,1,1,1,0.0
Trinketshop,1,17.0,1,1,1,1,0.0
Tripack,1,17.0,1,1,1,1,0.0
Triquetra Health,1,18.0,1,1,1,1,0.0
Triversity Construction,3,16.0,2,1,1,2,0.0
TruGreen Lawncare,1,14.5,1,1,1,1,0.0
Truce Capital Advisors,5,17.6,2,1,3,3,0.0
Truckbase Inc,1,18.0,1,1,1,1,0.0
Trueblood Wealth Management,1,17.0,1,1,1,1,0.0
Truepoint Wealth Counsel,4,18.25,2,1,3,3,0.0
Truepoint Wealth Counseling,1,18.0,1,1,1,1,0.0
Trustaff,1,16.5,1,1,1,1,0.0
Turner Broadcasting System,1,12.0,1,1,1,1,0.0
Turner Construction Company,5,17.9,3,1,4,2,0.0
Two Roads Advisors,2,16.0,1,2,2,2,0.0
U Pull and Pay,1,17.0,1,1,1,1,0.0
"U.G.N., Inc",1,16.0,1,1,1,1,0.0
U.S. Army,1,20.25,1,1,1,1,0.0
U.S. Bank,5,22.8,3,1,2,2,0.0
U.S. Department of Defense,1,15.0,1,1,1,1,0.0
U.S. Department of Labor,2,17.445,1,1,2,2,0.0
UA Ruhr,1,11.5,1,1,1,1,0.0
UBS,8,19.22125,3,1,6,3,0.0
UBS Financial Services,14,15.5,4,2,5,3,0.0
UBS Private Wealth Management,1,16.0,1,1,1,1,0.0
UC Athletics,3,14.65,2,1,3,2,0.0
UC Athletics' ESPN+ Productions- MRPO 2031,1,16.25,1,1,1,1,0.0
UC Campus Services,1,17.0,1,1,1,1,0.0
UC Center for Business Analytics,1,17.0,1,1,1,1,0.0
UC Endowment Fund,1,13.0,1,1,1,1,0.0
UC Endowment Investment Office,1,15.0,1,1,1,1,0.0
UC Enrollment Services,1,12.0,1,1,1,1,0.0
UC Enrollment services,1,12.0,1,1,1,1,0.0
UC Foundation,2,15.5,2,1,2,1,0.0
UC Health,9,15.222222222222221,4,1,5,3,0.0
UC Investment Office,2,17.0,1,1,2,2,0.0
UC Learning Commons,1,10.0,1,1,1,1,0.0
UC Libraries,1,20.0,1,1,1,1,0.0
UC Lindner Foundation,1,17.0,1,1,1,1,0.0
UC Lindner Urban Impact Studio,1,17.0,1,1,1,1,0.0
UC Online,2,15.0,1,1,1,2,0.0
UC RED,1,17.0,1,1,1,1,0.0
UC Resident Education and Development,1,17.0,1,1,1,1,0.0
UC Simulation Center,4,17.75,2,1,2,2,0.0
UC Simulation Center - Procter & Gamble Collaboration,1,19.0,1,1,1,1,0.0
UC Sponsered Research Services Accounting,1,17.0,1,1,1,1,0.0
UC Staff Success Center,1,11.0,1,1,1,1,0.0
UDRI,1,17.0,1,1,1,1,0.0
UGN,1,16.0,1,1,1,1,0.0
UHY LLP,5,27.4,1,1,2,2,0.0
UKG,5,18.0,1,1,1,2,0.0
UMC Food Ministry,1,17.0,1,1,1,1,0.0
UPS,4,18.275,3,1,2,2,0.0
UPS Supply Chain Solutions,1,18.29,1,1,1,1,0.0
URBN,1,12.0,1,1,1,1,0.0
"URBN (Anthropologie, BHLDN, Free People, Terrain, Urban Outfitters)",1,17.3,1,1,1,1,0.0
US Bank,5,22.0,4,1,1,1,0.0
US Digital Partners,1,15.0,1,1,1,1,0.0
US District Courts,1,17.0,1,1,1,1,0.0
US Securities and Exchange Commission,1,17.0,1,1,1,1,0.0
USA Balloonatics,1,17.0,1,1,1,1,0.0
USGreentech,1,12.0,1,1,1,1,0.0
USI Insurance Services,3,22.0,2,1,3,1,0.0
UTSS,1,17.0,1,1,1,1,0.0
Uber Freight,1,18.0,1,1,1,1,0.0
Ulliman Schutte Construction,11,17.90909090909091,3,1,4,3,0.0
Ultimate Drywall Construction Inc,1,17.0,1,1,1,1,0.0
Ultimate Team Products,1,17.3,1,1,1,1,0.0
Ultimus Fund Solutions,5,19.753999999999998,2,2,2,3,0.0
Uncover Vintage LLC,1,10.0,1,1,1,1,0.0
"Unifund CCR, LLC",1,16.0,1,1,1,1,0.0
Unigreen,1,10.0,1,1,1,1,0.0
Unilever,1,22.0,1,1,1,1,0.0
Union Home Mortgage,10,15.0,6,1,3,3,0.0
Union Savings Bank,2,15.0,2,1,2,1,0.0
Unishippers,1,11.0,1,1,1,1,0.0
Unistrut Midwest,2,19.0,1,1,1,2,0.0
United Health Group,1,16.0,1,1,1,1,0.0
United Launch Alliance (ULA),2,19.05,1,1,2,1,0.0
United States Civilian Corps,1,15.0,1,1,1,1,0.0
UnitedHealth Group,2,16.0,1,1,1,2,0.0
University Honors Program,1,11.5,1,1,1,1,0.0
University Tees,1,10.0,1,1,1,1,0.0
University of CIncinnati Campus Recreation Center,1,11.4,1,1,1,1,0.0
University of Chicago Medicine,1,17.0,1,1,1,1,0.0
University of Cincinnati,96,15.183541666666665,21,3,7,3,0.0
University of Cincinnati - 1819 Innovation Hub,4,17.625,4,1,3,3,0.0
University of Cincinnati - Academic Affairs and Provost,1,13.0,1,1,1,1,0.0
University of Cincinnati - Advancement & Transition Services,1,12.0,1,1,1,1,0.0
University of Cincinnati - Athletics,14,13.987857142857141,8,2,5,2,0.0
University of Cincinnati - Bearcat Student Creative Agency,1,17.0,1,1,1,1,0.0
University of Cincinnati - Blue Ash College,1,11.5,1,1,1,1,0.0
University of Cincinnati - Campus Recreation,1,11.4,1,1,1,1,0.0
University of Cincinnati - Campus Recreation INACTIVE,1,11.0,1,1,1,1,0.0
University of Cincinnati - Campus Services,6,11.375,2,1,3,2,0.0
University of Cincinnati - Career Studio,1,10.0,1,1,1,1,0.0
University of Cincinnati - Carl H. Lindner College of Business,15,12.05,7,1,5,3,0.0
University of Cincinnati - Center for Business Analytics,1,15.0,1,1,1,1,0.0
University of Cincinnati - Center for Entrepreneurship,1,11.5,1,1,1,1,0.0
University of Cincinnati - Clermont Career Services,3,12.666666666666666,1,1,2,3,0.0
University of Cincinnati - College of Allied Health Sciences,2,10.155000000000001,2,2,1,1,0.0
University of Cincinnati - College of Arts & Sciences,1,11.5,1,1,1,1,0.0
University of Cincinnati - College of Medicine,1,18.33,1,1,1,1,0.0
University of Cincinnati - Department of Psychiatry and Behavioral Neuroscience,1,17.0,1,1,1,1,0.0
University of Cincinnati - Economics Department,1,17.0,1,1,1,1,0.0
University of Cincinnati - Experience-Based Learning and Career Education,4,15.875,4,1,2,2,0.0
University of Cincinnati - Faculty and Staff,7,11.685714285714285,5,1,3,2,0.0
University of Cincinnati - Foundation,7,13.78857142857143,3,1,3,2,0.0
University of Cincinnati - Langsam Library,1,12.0,1,1,1,1,0.0
University of Cincinnati - Learning Commons,38,9.460526315789474,15,2,4,2,0.0
University of Cincinnati - Learning Commons - Samantha McMahon,1,9.3,1,1,1,1,0.0
University of Cincinnati - Learning and Instructional Design Team,1,12.0,1,1,1,1,0.0
University of Cincinnati - Main & Health Science Libraries,2,15.75,1,2,2,2,0.0
University of Cincinnati - Marketing + Communications,1,11.5,1,1,1,1,0.0
University of Cincinnati - NEXT Innovation Scholars,1,18.0,1,1,1,1,0.0
University of Cincinnati - Office of Enterprise Risk Management,1,17.5,1,1,1,1,0.0
University of Cincinnati - Office of Information Security,1,10.0,1,1,1,1,0.0
University of Cincinnati - Office of Innovation,2,13.0,1,1,1,2,0.0
University of Cincinnati - Office of Internal Audit,2,14.75,2,1,2,2,0.0
University of Cincinnati - Office of Research,2,16.0,1,1,1,2,0.0
University of Cincinnati - Office of Trademark Licensing and Brand Engagement,1,17.0,1,1,1,1,0.0
University of Cincinnati - Resident Education & Development (RED),18,35.85388888888889,9,1,4,1,0.0
University of Cincinnati - The Cincinnati Ethics Center,1,13.0,1,1,1,1,0.0
University of Cincinnati - Undergraduate Admissions,3,11.833333333333334,2,1,2,1,0.0
University of Cincinnati - University Honors Program,1,11.5,1,1,1,1,0.0
University of Cincinnati Campus Services,3,11.0,2,1,2,2,0.0
University of Cincinnati Center for Business Analytics,1,17.0,1,1,1,1,0.0
University of Cincinnati Center for the Enhancement of Teaching & Learning,1,12.0,1,1,1,1,0.0
University of Cincinnati College of Medicine,2,16.75,2,2,2,2,0.0
University of Cincinnati Conference and Event Services,1,15.0,1,1,1,1,0.0
University of Cincinnati Department of Internal Medicine,1,17.0,1,1,1,1,0.0
University of Cincinnati Endowment Investment Office,2,16.0,2,1,2,2,0.0
University of Cincinnati Experience-Based Learning and Career Education,1,12.0,1,1,1,1,0.0
University of Cincinnati Football Team,1,17.0,1,1,1,1,0.0
University of Cincinnati Foundation,8,13.52625,3,2,4,3,0.0
University of Cincinnati Investment Office,1,15.0,1,1,1,1,0.0
University of Cincinnati Office of Internal Audit,3,17.666666666666668,1,1,2,2,0.0
University of Cincinnati Office of Trademark Licensing and Brand Engagement,1,12.0,1,1,1,1,0.0
University of Cincinnati Office of the Chief Investment Officer,1,10.0,1,1,1,1,0.0
University of Cincinnati Physicians Company,1,11.0,1,1,1,1,0.0
University of Cincinnati Student Affairs,1,11.0,1,1,1,1,0.0
University of Cincinnati campus recreation center,1,11.4,1,1,1,1,0.0
"University of Cincinnati, Allied Health",2,10.5,2,1,1,1,0.0
"University of Cincinnati, Campus Recreation Center",1,11.4,1,1,1,1,0.0
"University of Cincinnati, Department of Athletics",1,17.0,1,1,1,1,0.0
"University of Cincinnati, Department of Environmental & Public Health Sciences",1,17.0,1,1,1,1,0.0
"University of Cincinnati, Digital Scholarship Center",1,11.0,1,1,1,1,0.0
"University of Cincinnati, Media Production",1,12.0,1,1,1,1,0.0
"University of Cincinnati, Office of Cooperative Education and Professional Studies",1,16.0,1,1,1,1,0.0
"University of Cincinnati, Residence Education and Development",29,42.53034482758621,12,1,3,3,0.0
University of Cincinnati-Trademark and Licensing Office,1,17.0,1,1,1,1,0.0
University of Toledo Athletics,1,17.0,1,1,1,1,0.0
UpSpring,3,13.666666666666666,2,1,3,2,0.0
Upright Communications,1,16.0,1,1,1,1,0.0
Upstart,1,18.0,1,1,1,1,0.0
Uptown Rental Properties,9,13.833333333333334,6,1,5,3,0.0
Urban Blooms,4,12.88,3,1,2,3,0.0
Urban Sites,5,16.2,2,1,3,3,0.0
Urbana Youth Center,1,35.0,1,1,1,1,0.0
Urenco USA,1,18.0,1,1,1,1,0.0
Ursuline Academy Cincinnati,2,12.0,2,1,1,1,0.0
"Utz Quality Foods, Inc",1,18.0,1,1,1,1,0.0
"VEGA Americas, Inc",11,16.70909090909091,6,1,4,3,0.0
VERTIV,1,18.5,1,1,1,1,0.0
VIA Character,1,14.0,1,1,1,1,0.0
VIA Institute on Character,1,12.5,1,1,1,1,0.0
VIB - Vietnam International Commercial Joint Stock Bank,1,17.0,1,1,1,1,0.0
VNDLY,1,20.0,1,1,1,1,0.0
VNG Corporation,1,18.0,1,1,1,1,0.0
Vajra Jewels,1,17.0,1,1,1,1,0.0
Valco Melton,1,10.67,1,1,1,1,0.0
Valentine Johns,1,10.0,1,1,1,1,0.0
Valeo,3,16.166666666666668,3,2,3,3,0.0
Valiant Construction LLC,2,25.0,1,1,1,2,0.0
Valin ArcelorMittal Automotive Steel Co,1,12.5,1,1,1,1,0.0
Valley Interior Systems,2,18.25,1,1,2,1,0.0
Valpak of Cincinnati/Dayton,1,11.0,1,1,1,1,0.0
Valvoline Global,2,17.0,2,1,1,1,0.0
VanDyk Mortgage Corporation,1,15.0,1,1,1,1,0.0
Vandalia Rental,2,17.0,1,1,1,2,0.0
"Vanderlande Industries, Inc",1,17.0,1,1,1,1,0.0
Vanguard Financial Services,1,12.0,1,1,1,1,0.0
Vantage Land Title,4,13.3325,1,1,2,3,0.0
Vantiv Now Worldpay,1,18.0,1,1,1,1,0.0
Vantix Inc,3,15.676666666666668,1,1,2,2,0.0
Vector Marketing,2,15.835,1,2,1,1,0.0
Vector Solutions,24,16.333333333333332,5,2,6,3,0.0
Vein360,1,17.0,1,1,1,1,0.0
Velvet Hammer Branding,1,50.0,1,1,1,1,0.0
Verdant Commercial Capital,2,15.5,2,1,2,2,0.0
"Verdant Commercial Capital, LLC",1,17.0,1,1,1,1,0.0
Veritiv Corporation,2,15.5,1,1,1,2,0.0
Verity Wealth Partners Northwestern Mutual Private Client Group,1,17.0,1,1,1,1,0.0
Vernovis,1,17.5,1,1,1,1,0.0
Vero Home,1,17.0,1,1,1,1,0.0
Vertiv,5,19.4,3,1,2,2,0.0
Viasat Inc,1,25.0,1,1,1,1,0.0
Victoria's Secret PINK,1,17.3,1,1,1,1,0.0
Victoriaâ€™s Secret,1,17.3,1,1,1,1,0.0
Viettel CyberSpace Center,1,10.0,1,1,1,1,0.0
Viking Partners,6,17.5,3,2,5,3,0.0
Viking Partners LLC,8,17.125,4,1,2,3,0.0
Village of Russells Point,1,17.0,1,1,1,1,0.0
Viral Wolf,1,10.0,1,1,1,1,0.0
"Virgil Lovitt State Farm Insurance Agency-Cincinnati, OH 45246",1,16.0,1,1,1,1,0.0
Virtual Internships,1,6.25,1,1,1,1,0.0
Vistasol,1,17.0,1,1,1,1,0.0
Vivial Media LLC,2,14.0,1,1,2,2,0.0
Vivint,2,15.165,2,1,2,1,0.0
Vivint Smart Home - Prodigy,1,41.67,1,1,1,1,0.0
Vivint Smart Home Sales,1,10.0,1,1,1,1,0.0
Vivint Smarthome EVO,1,15.0,1,1,1,1,0.0
Voltaire Design Inc,1,18.0,1,1,1,1,0.0
Voltaire Group LLC,1,15.0,1,1,1,1,0.0
VonLehman,1,17.0,1,1,1,1,0.0
VonLehman CPA & Advisory Firm,9,18.083333333333332,4,1,4,3,0.0
WEISS North America,1,18.0,1,1,1,1,0.0
WLWT5 - Cinncinati,1,15.0,1,1,1,1,0.0
WOIO,1,17.0,1,1,1,1,0.0
Waites Sensor Technologies,3,16.666666666666668,2,2,2,1,0.0
Waldman & Company CPAs,1,23.0,1,1,1,1,0.0
Walker Edison LLC,1,16.0,1,1,1,1,0.0
Wallick Communities,2,17.0,2,2,2,2,0.0
Walmart Inc,1,17.0,1,1,1,1,0.0
Walt Disney World College Internship Program,6,14.0,5,1,4,2,0.0
Walt Sweeney Ford,1,17.0,1,1,1,1,0.0
Warehouse Collaborative,2,21.0,1,1,2,2,0.0
Warehouse on Wheels,3,17.0,1,1,2,2,0.0
Warner Media,1,12.0,1,1,1,1,0.0
Warren County Convention & Visitors Bureau,1,12.5,1,1,1,1,0.0
Washing Systems,1,17.0,1,1,1,1,0.0
Washington Township Recreation Center,1,15.0,1,1,1,1,0.0
"Waterstreet Financial, Raymond James",1,15.0,1,1,1,1,0.0
"Waverly Advisors, LLC",2,17.295,2,1,2,2,0.0
Wayfair,1,18.0,1,1,1,1,0.0
Wayne Water,1,17.0,1,1,1,1,0.0
Wealthquest,13,15.692307692307692,3,2,5,2,0.0
"Weas Engineering, Inc",1,15.0,1,1,1,1,0.0
Webster Industries,1,12.0,1,1,1,1,0.0
Wegman Company,1,15.0,1,1,1,1,0.0
Welcome House Inc,1,12.88,1,1,1,1,0.0
Wells Fargo Advisors,3,17.5,2,1,3,2,0.0
Wells Fargo Advisors Financial Network,1,15.0,1,1,1,1,0.0
"Weltman, Weinberg & Reis Co., L.P.A",1,16.0,1,1,1,1,0.0
"WesBanco, Inc",2,15.0,1,1,2,2,0.0
Wesley Chapel Mission Center,1,12.5,1,1,1,1,0.0
West Chester Permit LLC,2,15.0,1,1,1,2,0.0
West Chester Protective Gear,2,15.0,1,1,2,2,0.0
West Chester Tax and Accounting,1,14.5,1,1,1,1,0.0
West Chester Township,1,16.0,1,1,1,1,0.0
WestPoint Financial Group/MassMutual Midwest,2,15.295,1,1,2,2,0.0
Western & Southern Financial Group,61,19.29327868852459,10,3,6,3,0.0
Western & Southern Open,1,10.1,1,1,1,1,0.0
Western and Southern Financial,1,19.0,1,1,1,1,0.0
Western and Southern Life,17,17.41705882352941,5,2,4,3,0.0
Westwell Shanghai,1,15.0,1,1,1,1,0.0
What's Your Moitv,1,17.0,1,1,1,1,0.0
Whiting-Turner Contracting Company,1,16.0,1,1,1,1,0.0
"Whitmer & Company CPAs, LLP",3,23.0,1,1,3,2,0.0
Whitmer and Company,1,20.0,1,1,1,1,0.0
Whoa Dough,1,10.0,1,1,1,1,0.0
Wilmington Savings Bank,1,14.0,1,1,1,1,0.0
Wilo,1,17.0,1,1,1,1,0.0
Wilson Brokerage Services,1,12.0,1,1,1,1,0.0
Wilson Dow Group,1,16.0,1,1,1,1,0.0
Windows Direct USA,1,16.0,1,1,1,1,0.0
Winmore Columbus,1,15.0,1,1,1,1,0.0
Winn Reading,1,15.0,1,1,1,1,0.0
Winsupply,1,15.0,1,1,1,1,0.0
Winsupply Inc,3,16.0,3,1,2,2,0.0
Wirth Lowe Wissemeier CPAs Inc,1,20.0,1,1,1,1,0.0
"Wiser Partners, A ZRG Company",1,17.0,1,1,1,1,0.0
Wolf Group,1,20.0,1,1,1,1,0.0
Wolf Pack Pub Prowl,1,17.0,1,1,1,1,0.0
Women Helping Women,1,10.0,1,1,1,1,0.0
Women's Business Center of Ohio,1,15.0,1,1,1,1,0.0
"Woolpert, Inc",3,15.083333333333334,2,1,1,2,0.0
Working In Neighborhoods,1,12.88,1,1,1,1,0.0
World Affairs Council of Cincinnati & Northern Kentucky,1,17.0,1,1,1,1,0.0
Worldpay,4,20.25,2,1,2,3,0.0
Worldpay (formerly Vantiv),7,18.857142857142858,3,1,2,2,0.0
Worthington Industries,1,18.0,1,1,1,1,0.0
Worthington Steel,1,18.0,1,1,1,1,0.0
Wright Brothers Global Gas,2,13.25,1,1,1,2,0.0
Wright Patterson Air Force Base,2,34.230000000000004,2,1,1,1,0.0
"Wright Patterson Air Force Base, Air Force Installation Contracting Center (AFICC)",1,13.69,1,1,1,1,0.0
Xclusive Services,1,17.0,1,1,1,1,0.0
Xetron,2,20.875,1,1,1,2,0.0
"Xtek, Inc",1,14.0,1,1,1,1,0.0
YEAA,4,17.75,3,1,2,1,0.0
YETI Coolers,1,15.0,1,1,1,1,0.0
Yellow Boat Marketing & Communications,1,14.0,1,1,1,1,0.0
YogaSix Dublin,1,17.0,1,1,1,1,0.0
Young Entrepreneurs Across America,17,22.64764705882353,7,1,4,2,0.0
Young Entrepreneurs Across America / Student Painters,1,17.0,1,1,1,1,0.0
Young Life,1,16.15,1,1,1,1,0.0
YoungLife,1,17.0,1,1,1,1,0.0
Yugo,2,14.25,2,1,2,2,0.0
ZRG Partners,1,21.0,1,1,1,1,0.0
Zachrich Small Business Investments,1,15.0,1,1,1,1,0.0
Zalla Companies,1,16.5,1,1,1,1,0.0
Zaring Family Foundation,2,16.0,1,1,2,2,0.0
Zid Zid,1,13.0,1,1,1,1,0.0
Zid Zid Kids LLC,2,32.5,2,1,2,2,0.0
ZidZid,1,15.0,1,1,1,1,0.0
Zonda Home,1,15.0,1,1,1,1,0.0
Zurich North America,1,18.0,1,1,1,1,0.0
absolute consulting,1,75.0,1,1,1,1,0.0
alta fiber,1,17.0,1,1,1,1,0.0
altafiber,8,16.0,5,1,3,3,0.0
alveo health,1,50.0,1,1,1,1,0.0
antidote email & sms marketing,1,20.0,1,1,1,1,1.0
atsg inc,1,14.0,1,1,1,1,0.0
"bluebird bio, Inc",1,25.0,1,1,1,1,0.0
cannaone,1,17.0,1,1,1,1,0.0
capital planners,1,6.67,1,1,1,1,0.0
core real estate capital,1,15.0,1,1,1,1,0.0
deloitte tax llp,1,29.81,1,1,1,1,0.0
delta,1,15.0,1,1,1,1,0.0
divisions,1,15.0,1,1,1,1,0.0
duravit,1,20.0,1,1,1,1,0.0
eGateway Capital,2,22.0,1,1,1,2,0.0
eagle realty group,1,19.0,1,1,1,1,0.0
emcor,1,14.5,1,1,1,1,0.0
fastenal,1,17.0,1,1,1,1,0.0
forestier,2,11.0,1,1,2,1,0.0
google,1,17.0,1,1,1,1,0.0
great american,1,17.0,1,1,1,1,0.0
greater cincinnati waterworks,1,15.75,1,1,1,1,0.0
i9 Sports,1,10.99,1,1,1,1,0.0
iDayDream Studios,1,17.0,1,1,1,1,0.0
iMFLUX,1,17.0,1,1,1,1,0.0
"iMFLUX, Inc",5,16.8,1,1,3,3,0.0
iReportSource Inc,1,15.0,1,1,1,1,0.0
iRobot,1,18.5,1,1,1,1,0.0
inspiring service,1,12.5,1,1,1,1,0.0
kinetics,1,40.0,1,1,1,1,0.0
kirii design,1,12.0,1,1,1,1,0.0
kloob,1,17.0,1,1,1,1,0.0
kreate,1,17.0,1,1,1,1,0.0
launch 513,1,19.0,1,1,1,1,0.0
lbmc w squared,1,20.0,1,1,1,1,0.0
learning common,1,17.0,1,1,1,1,0.0
lee chandler,1,17.0,1,1,1,1,0.0
level up campains,1,17.0,1,1,1,1,0.0
lower,1,13.0,1,1,1,1,0.0
mah cpa & advisors llc,1,15.0,1,1,1,1,0.0
milex logistics,1,16.0,1,1,1,1,0.0
milford village vet,1,11.25,1,1,1,1,0.0
mitsubishi,1,19.6,1,1,1,1,0.0
national machine group,1,18.0,1,1,1,1,0.0
oswald,1,15.0,1,1,1,1,0.0
phillips and edison co,1,17.0,1,1,1,1,0.0
projetech,1,14.0,1,1,1,1,0.0
radius global market research,1,20.0,1,1,1,1,0.0
radius insights,1,17.0,1,1,1,1,0.0
red,1,17.0,1,1,1,1,0.0
rts,1,13.5,1,1,1,1,0.0
safran landing systems,1,18.5,1,1,1,1,0.0
state farm mike dailey,1,14.0,1,1,1,1,0.0
sweet dahlia vintage,1,17.0,1,1,1,1,0.0
thyssenkrupp Bilstein,4,17.125,4,1,3,3,0.0
thyssenkrupp Bilstein of America,1,18.0,1,1,1,1,0.0
uc atheltics,1,16.25,1,1,1,1,0.0
university of cincinnati foundation,1,11.0,1,1,1,1,0.0
university of cincinnati investment office,1,17.0,1,1,1,1,0.0
"university of cincinnati, Bearcast Media",1,25.0,1,1,1,1,0.0
vertex inc,1,20.0,1,1,1,1,0.0
