Employer,Total_Hires,Avg_Hourly_Wage,Majors_Served,Industries_Served,Years_Active,Seasons_Active,Remote_Rate,Cluster_Tier,Tier_Name
General Cable,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
General Dynamics Land Systems,1,23.0,1,1,1,1,0.0,1,Low-Engagement Employers
General Electric (GE),5,24.0,3,1,2,3,0.0,2,Core Relationship Employers
General Electric Appliance,1,20.5,1,1,1,1,0.0,1,Low-Engagement Employers
General Electric Appliances,3,18.166666666666668,2,1,3,2,0.0,2,Core Relationship Employers
General Electric Aviation,2,24.5,2,1,2,2,0.0,2,Core Relationship Employers
General Electric louisville Kentucky,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
General Factory Supply,2,16.75,2,1,2,1,0.0,1,Low-Engagement Employers
General Mills,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
General Motors,1,8.0,1,1,1,1,0.0,1,Low-Engagement Employers
General Tool Company,11,14.136363636363637,4,1,2,3,0.0,2,Core Relationship Employers
General Transport Inc,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Gensuite LLC,2,18.0,1,1,2,2,0.0,2,Core Relationship Employers
Gentherm,2,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Gentherm Medical,4,17.125,3,1,2,1,0.0,1,Low-Engagement Employers
Germane Solutions,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Giant Eagle, Inc",2,17.3,1,1,2,1,0.0,1,Low-Engagement Employers
Girl Scouts of the USA,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Girls Who Invest,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
Givaudan,10,17.3,2,1,6,3,0.0,2,Core Relationship Employers
Givaudan Flavors Corp,38,18.092105263157894,7,1,4,3,0.0,0,Strategic High-Volume Partners
Givaudan Fragrance Corp,2,19.0,1,1,2,2,0.0,2,Core Relationship Employers
Givaudan Group Ltd,1,23.0,1,1,1,1,0.0,1,Low-Engagement Employers
Givaudan Taste & Wellbeing,14,18.0,5,1,2,3,0.0,2,Core Relationship Employers
Give Like a Mother,3,12.626666666666667,3,1,2,1,0.0,1,Low-Engagement Employers
Glanbia Performance Nutrition,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Global Underwriters,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Goering Center,1,12.75,1,1,1,1,0.0,1,Low-Engagement Employers
Goering Center for Family & Private Business,15,13.768666666666666,3,2,6,3,0.0,0,Strategic High-Volume Partners
Goldman Sachs,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Goldsberry Wealth Strategies,2,18.5,1,1,1,1,0.0,1,Low-Engagement Employers
Good Game Operations LLC,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
Google,4,24.585,1,3,4,1,0.0,0,Strategic High-Volume Partners
Google LLC,1,26.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Government Acquisitions, Inc. (GAI)",4,18.0,1,1,3,3,0.0,2,Core Relationship Employers
Graceworks Lutheran Services,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Graeter's Ice Cream,2,15.75,2,2,2,2,0.0,2,Core Relationship Employers
Graeters' Manufacturing Inc,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Grange Insurance,2,18.0,2,1,2,1,0.0,1,Low-Engagement Employers
Grant Thornton,49,25.642857142857142,9,2,7,4,0.0,0,Strategic High-Volume Partners
Graphic Information Systems,4,15.75,3,1,3,2,0.0,2,Core Relationship Employers
Gravity Creative Space,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Gravity Diagnostics,3,15.0,2,1,3,2,0.0,2,Core Relationship Employers
Gravity Universal,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Graybar Electric Company, Inc",1,15.5,1,1,1,1,0.0,1,Low-Engagement Employers
Great American,3,18.0,2,1,3,2,0.0,2,Core Relationship Employers
Great American Financial Group,3,17.333333333333332,1,1,2,3,0.0,2,Core Relationship Employers
Great American Insurance Group,328,18.15341463414634,21,2,7,4,0.0,0,Strategic High-Volume Partners
Great American Life Insurance Company,13,18.576923076923077,6,2,2,3,0.0,0,Strategic High-Volume Partners
Great American in,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Great Lakes Cheese,3,16.333333333333332,2,1,2,2,0.0,2,Core Relationship Employers
Great Lakes Cheese Co Inc,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Great Wolf Lodge,2,16.94,2,1,2,1,0.0,1,Low-Engagement Employers
Greater Cincinnati Automobile Dealers Association,1,10.0,1,1,1,1,0.0,1,Low-Engagement Employers
Greater Cincinnati Behavioral Health Services,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Greater Cincinnati Golf Association,4,31.0,3,1,4,1,0.0,2,Core Relationship Employers
Greater Cincinnati Water Works,3,16.083333333333332,2,1,2,2,0.0,2,Core Relationship Employers
Greenacres Foundation,1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
Greenway Innovations,2,17.0,1,1,2,2,0.0,2,Core Relationship Employers
Greif,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Gries financial partners,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Group Management Services, LLC",1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Growers Edge Financial, Inc",1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
Grupo Animal,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Guardian Savings Bank,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Guiding Light Mentoring,3,12.0,2,1,2,3,0.0,2,Core Relationship Employers
Gujarat Pesticide,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Gulfstream,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Gulfstream Aerospace Corporation,9,20.055555555555557,4,1,4,3,0.0,2,Core Relationship Employers
"Guttman Development Group, LLC",1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Guttman Properties,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
H&R Block,1,10.0,1,1,1,1,0.0,1,Low-Engagement Employers
HBH Holdings,6,19.166666666666668,4,2,3,3,0.0,2,Core Relationship Employers
"HBH Holdings, Inc",1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
HCL Technologies Ltd,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
HCM Wealth Advisors,1,24.0,1,1,1,1,0.0,1,Low-Engagement Employers
HDT Global,3,17.333333333333332,1,1,3,2,0.0,2,Core Relationship Employers
HG CPAs LLC,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
"HG CPAs, LLC",1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
HGC Construction (Huseman Group),1,19.0,1,1,1,1,0.0,1,Low-Engagement Employers
HH Global,8,16.25,4,1,5,2,0.0,2,Core Relationship Employers
HICKS & MANN,1,20.59,1,1,1,1,0.0,1,Low-Engagement Employers
HINGE GLOBAL,1,18.5,1,1,1,1,0.0,1,Low-Engagement Employers
HOMEstretch,2,18.0,1,1,2,2,0.0,2,Core Relationship Employers
HORAN,4,16.75,4,1,2,3,0.0,2,Core Relationship Employers
HSD Metrics,1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
HSN,1,13.0,1,1,1,1,0.0,1,Low-Engagement Employers
HUB International,6,18.0,2,1,2,3,0.0,2,Core Relationship Employers
HW&Co. | CPAs & Advisors,1,23.0,1,1,1,1,0.0,1,Low-Engagement Employers
Haag Streit USA,3,19.0,3,1,2,1,0.0,1,Low-Engagement Employers
Hagler and Associates Inc,1,14.0,1,1,1,1,0.0,1,Low-Engagement Employers
Halal Food Inc,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Halmar International LLC,1,16.5,1,1,1,1,0.0,1,Low-Engagement Employers
Hamilton Casework Solutions,3,18.0,2,1,1,2,0.0,1,Low-Engagement Employers
Hand & Stone Massage and Facial Spa,2,15.0,1,1,2,2,0.0,2,Core Relationship Employers
Hand and Stone Massage Spa,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Handshake,2,18.0,2,1,1,1,0.0,1,Low-Engagement Employers
"Hanesbrands, Inc",3,21.0,2,1,3,1,0.0,1,Low-Engagement Employers
Harlem Irving Companies,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Harmony Venture Labs,2,22.5,1,1,2,1,0.0,1,Low-Engagement Employers
Harrison Tax & Accounting,1,16.5,1,1,1,1,0.0,1,Low-Engagement Employers
Hartlaub CPA Advisory Group LLC,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Hartsock Tax Service,1,10.0,1,1,1,1,0.0,1,Low-Engagement Employers
Haskell,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Hawkstone Associates,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Health Carousel,1,9.6,1,1,1,1,0.0,1,Low-Engagement Employers
HealthGuard,5,18.0,1,1,2,2,0.0,2,Core Relationship Employers
Healthwell Enterprises,1,10.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Healthy Roster, Inc",1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Heartland Food Products Group,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Hebbeler & Weickert CPAs,3,23.0,2,1,2,1,0.0,1,Low-Engagement Employers
Heidelberg Distributing Company,1,13.5,1,1,1,1,0.0,1,Low-Engagement Employers
Heinen's Grocery Store,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Helium SEO,3,15.333333333333334,2,1,3,2,0.0,2,Core Relationship Employers
"Helix Electric, Inc",1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Hellman Clothiers,2,14.0,1,1,2,2,0.0,2,Core Relationship Employers
Henkel,4,24.5,2,1,3,3,0.0,2,Core Relationship Employers
Heritage Classical Academy,1,10.0,1,1,0,1,0.0,1,Low-Engagement Employers
Hero Cosmetics,3,15.0,1,1,1,3,0.0,2,Core Relationship Employers
Hershey,1,23.5,1,1,1,1,0.0,1,Low-Engagement Employers
Hexion Inc,2,19.0,1,1,1,2,0.0,1,Low-Engagement Employers
Hicks and Mann,1,5.0,1,1,1,1,0.0,1,Low-Engagement Employers
Highlights For Children,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Hillcrest Financial Group,1,20.59,1,1,1,1,0.0,1,Low-Engagement Employers
Hillside Maintenance Supply,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Hilltop Supply and Hardwood,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
Hilti North America,1,21.0,1,1,1,1,0.0,1,Low-Engagement Employers
His Will Homes,1,12.5,1,1,1,1,0.0,1,Low-Engagement Employers
Hitch,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Hoa Phu Group,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Hobart Brothers,2,18.0,1,1,1,2,0.0,1,Low-Engagement Employers
Hobart Filler Metals,3,17.0,2,1,3,1,0.0,1,Low-Engagement Employers
Hobsons,1,14.0,1,1,1,1,0.0,1,Low-Engagement Employers
Hoeting Realtors,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Hohman Plating & Manufacturing,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Holder Construction,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Holland Adhaus,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Home City Ice,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
HomeWatch Caregivers,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Honda,9,18.75,7,1,5,2,0.0,2,Core Relationship Employers
"Honda of America Manufacturing, Inc",1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Honeywell,10,20.2,5,2,4,3,0.0,0,Strategic High-Volume Partners
Honeywell Intelligrated,3,20.0,3,1,2,2,0.0,2,Core Relationship Employers
"Honor & Grace Designs, LLC",1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
Horan,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Hormel Foods Corporation,1,20.5,1,1,1,1,0.0,1,Low-Engagement Employers
Hortech Inc,1,12.98,1,1,1,1,0.0,1,Low-Engagement Employers
Horter Investment Management,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Hosanna Revival,3,17.0,2,2,2,3,0.0,2,Core Relationship Employers
Houchens Insurance Group- Recognized as the Best Place to Work in KY for 2020!,1,13.0,1,1,1,1,0.0,1,Low-Engagement Employers
House Doctors Home Improvements,5,12.0,1,1,2,2,0.0,2,Core Relationship Employers
Housing Opportunities of Northern Kentucky,2,26.67,1,1,2,2,0.0,2,Core Relationship Employers
Howden Americas,3,17.333333333333332,2,1,2,2,0.0,2,Core Relationship Employers
Hubbard Cincinnati,1,25.0,1,1,1,1,0.0,1,Low-Engagement Employers
Hubbell Incorporated,3,20.0,3,1,3,1,0.0,1,Low-Engagement Employers
Hudepohl Restoration,1,13.5,1,1,1,1,0.0,1,Low-Engagement Employers
Huntington Bank,5,17.0,4,1,4,1,0.0,2,Core Relationship Employers
Huntington National Bank,5,18.4,5,2,3,1,0.0,2,Core Relationship Employers
Huseman Group,2,17.75,1,1,2,2,0.0,2,Core Relationship Employers
Husky Energy,1,17.31,1,1,1,1,0.0,1,Low-Engagement Employers
Husky Energy Lima Refining Company,1,25.37,1,1,1,1,0.0,1,Low-Engagement Employers
Huy Phat Electronics,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
HyLo Digital Marketing by Welcome Wagon,1,66.67,1,1,1,1,1.0,3,Premium Remote / Specialized Employers
Hyde park landscaping,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Hylant,3,17.0,3,1,3,2,0.0,2,Core Relationship Employers
IBM,3,22.416666666666668,3,1,1,2,0.0,2,Core Relationship Employers
"ICOF America, Inc",2,18.0,1,1,2,2,0.0,2,Core Relationship Employers
ICON,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
IEL,1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
IGNA,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
ILSCO,3,17.166666666666668,2,1,2,2,0.0,2,Core Relationship Employers
ILSCO Corp,11,13.909090909090908,2,1,2,3,0.0,2,Core Relationship Employers
IRG Realty Advisors,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Ibotta,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Icon Commerce,8,16.875,6,1,2,3,0.0,2,Core Relationship Employers
Icon Marketing and Communications,24,16.125,3,2,4,3,0.0,0,Strategic High-Volume Partners
Idaho National Laboratory,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Ignite Entertainment Cincinnati,1,10.0,1,1,1,1,0.0,1,Low-Engagement Employers
Ignite Marketing Solutions Inc,2,16.5,2,1,2,2,0.0,2,Core Relationship Employers
Illinois Tool Works (ITW),1,22.0,1,1,1,1,0.0,1,Low-Engagement Employers
Illumina,3,30.0,3,1,1,1,0.0,1,Low-Engagement Employers
Illumination Research,4,16.5,2,1,1,2,0.0,1,Low-Engagement Employers
In the Frame,1,13.0,1,1,1,1,0.0,1,Low-Engagement Employers
Ince,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Independence Excavating,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Independence Excavating - (DiGeronimo Companies),1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
India Alternatives Investment Advisors Private Limited,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Indiana Housing and Community Development Authority,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Indiana Park and Recreation Association,1,12.88,1,1,1,1,0.0,1,Low-Engagement Employers
Indiana State House,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Industrious Marketing,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Indy 11,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
"InfoTrust, LLC",1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Infoblox,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
Information Services and Technology Transfer Company Limited,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Infoverity,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Inframentum TM Pvt Ltd,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Innago,1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
InnerWorkings,11,16.09090909090909,5,2,1,2,0.0,2,Core Relationship Employers
InnoG,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
Innovation EEP,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Innovision Dynamics,1,9.0,1,1,1,1,0.0,1,Low-Engagement Employers
Inphlu,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
Insight,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Insight Enterprises,1,22.0,1,1,1,1,0.0,1,Low-Engagement Employers
Insight Global,1,15.4,1,1,1,1,0.0,1,Low-Engagement Employers
InstaSocial,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Instant Quote,1,25.0,1,1,1,1,0.0,1,Low-Engagement Employers
InstantQuote,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
Institute of Humane Studies,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Insureon,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Integrity Express Logistics,7,14.028571428571428,4,1,2,2,0.0,2,Core Relationship Employers
"Intelligrated, Inc",1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Interdesign, Inc",2,13.0,2,1,1,1,0.0,1,Low-Engagement Employers
Interlochen,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
International Paper,1,21.0,1,1,1,1,0.0,1,Low-Engagement Employers
Intouch Solutions,1,13.0,1,1,1,1,0.0,1,Low-Engagement Employers
Intrinzic,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Intrust-IT,2,18.0,2,1,2,1,0.0,1,Low-Engagement Employers
Intuit,16,24.6875,5,1,4,1,0.25,2,Core Relationship Employers
"Intuit, Inc",2,32.5,2,1,1,1,0.0,1,Low-Engagement Employers
Invacare Corporation,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Invoke Studio,1,14.0,1,1,1,1,0.0,1,Low-Engagement Employers
Invotec,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Invotec Engineering, Inc",5,17.2,1,1,3,3,0.0,2,Core Relationship Employers
Ipsos,7,16.142857142857142,2,2,3,3,0.0,2,Core Relationship Employers
Ipsos Insights,1,14.0,1,1,1,1,0.0,1,Low-Engagement Employers
Ipsos UU,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Ish,1,10.0,1,1,1,1,0.0,1,Low-Engagement Employers
Islamic Center of Greater Cincinnati,2,19.5,1,1,2,2,0.0,2,Core Relationship Employers
Islamic Center of Greater Cincinnati Basketball Program,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Iwamet,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
J Randall Nye & Associates,1,15.38,1,1,1,1,0.0,1,Low-Engagement Employers
J.B. Hunt Transport,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
J.M. Smucker Co,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
J.M. Smucker Company,13,19.423076923076923,7,2,5,3,0.07692307692307693,0,Strategic High-Volume Partners
J.P. Morgan,2,79.335,1,1,2,1,0.0,1,Low-Engagement Employers
J.P. Morgan Private Bank,1,33.0,1,1,1,1,0.0,1,Low-Engagement Employers
J2S Medical,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
JB HunT,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
JB Hunt,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
JBM Packaging Company,12,17.5,4,1,5,3,0.0,2,Core Relationship Employers
JD Irving,2,17.0,1,1,1,2,0.0,1,Low-Engagement Employers
JDRF,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
JDRF Southwest Ohio Chapter,1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
"JIM DARIA & ASSOCIATES, INC",1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
JLL,2,17.5,2,1,2,2,0.0,2,Core Relationship Employers
JP Morgan,4,28.75,3,1,3,1,0.0,1,Low-Engagement Employers
JPMorgan Chase & Co,17,25.45,6,2,6,2,0.0,0,Strategic High-Volume Partners
JPMorganChase,3,20.59,2,1,1,1,0.0,1,Low-Engagement Employers
JR Insurance and Benefit Consultants Inc,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
JSX,1,14.0,1,1,1,1,0.0,1,Low-Engagement Employers
JVS Career Services,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Jaan Health, Inc",1,8.55,1,1,1,1,0.0,1,Low-Engagement Employers
Jabil,1,19.0,1,1,1,1,0.0,1,Low-Engagement Employers
Jacobs Engineering Buildings and Infrastructure,2,17.5,1,1,1,2,0.0,1,Low-Engagement Employers
Jacobs Engineering Group,1,17.5,1,1,1,1,0.0,1,Low-Engagement Employers
Jake's Visuals,1,12.5,1,1,1,1,0.0,1,Low-Engagement Employers
James J. Luebbe Inc,1,16.67,1,1,1,1,0.0,1,Low-Engagement Employers
Janney Montgomery Scott,6,13.85,2,1,4,3,0.0,2,Core Relationship Employers
Jd Irving Tissue,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Jeff Anderson Real Estate,1,10.0,1,1,1,1,0.0,1,Low-Engagement Employers
Jeff Ruby Culinary Entertainment,3,16.0,2,1,2,2,0.0,2,Core Relationship Employers
Jeff Wyler Automotive Family,10,17.419999999999998,2,1,4,3,0.0,2,Core Relationship Employers
Jim Wojta,1,8.33,1,1,1,1,0.0,1,Low-Engagement Employers
John K9,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
John R. Jurgensen Companies,23,15.130434782608695,4,1,7,3,0.0,2,Core Relationship Employers
Johnson & Johnson,13,20.557692307692307,6,1,3,3,0.07692307692307693,2,Core Relationship Employers
Johnson & Johnson Family of Companies,1,19.0,1,1,1,1,0.0,1,Low-Engagement Employers
Johnson Investment Counsel,24,19.139166666666668,5,2,6,3,0.0,0,Strategic High-Volume Partners
Jones & Jones Law Firm,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Jones Lang LaSalle,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Jones Lange lasalle,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
Jordan Semder Interiors,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Jordan realty,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Jovie,1,14.0,1,1,1,1,0.0,1,Low-Engagement Employers
Jovie: Childcare Reimagined,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Junior Achievement of Cincinnati,1,10.0,1,1,1,1,0.0,1,Low-Engagement Employers
Jurgensen,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Jurgensen Companies,2,12.0,2,2,2,2,0.0,2,Core Relationship Employers
Just Candy,18,16.055555555555557,7,1,4,3,0.0,2,Core Relationship Employers
JustCandy,3,15.0,2,1,1,2,0.0,1,Low-Engagement Employers
Justice Design Lab,1,14.0,1,1,1,1,0.0,1,Low-Engagement Employers
Juvenile Diabetes Research Foundation Southwest Ohio Chapter,1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
K & J Web Designs,2,17.0,2,1,1,1,0.0,1,Low-Engagement Employers
K&M Tire,1,15.5,1,1,1,1,0.0,1,Low-Engagement Employers
KAO Corportation,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
KEEN Engineering,1,10.0,1,1,1,1,0.0,1,Low-Engagement Employers
KEYENCE Corporation of America,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
KOST USA,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
KPMG,14,27.805,6,1,5,2,0.0,2,Core Relationship Employers
KPMG LLP,17,49.62647058823529,3,1,4,2,0.0,2,Core Relationship Employers
KPMG US,5,24.942,3,2,4,1,0.0,2,Core Relationship Employers
"KSM (Katz, Sapper & Miller)",1,23.0,1,1,1,1,0.0,1,Low-Engagement Employers
KSM Sports Facility,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
KW Flooring,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
Kaleidoscope Innovation,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Kaleidosope,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Kankanala Sports Group,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Kao,35,16.785714285714285,6,1,5,3,0.0,0,Strategic High-Volume Partners
Kao Brands,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Kao Corporation,5,17.0,3,1,4,3,0.0,2,Core Relationship Employers
Kao USA,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Kao usa,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Kao(washingsystems),1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Katz Teller,4,14.0,2,2,3,2,0.0,2,Core Relationship Employers
Keep Cincinnati Beautiful,5,15.0,1,1,3,3,0.0,2,Core Relationship Employers
Keep IT Simple Solutions LLC,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Keepers Turf,1,30.0,1,1,1,1,0.0,1,Low-Engagement Employers
Keith and Associates,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Keith and Associaties,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Keller Williams - Team Jackson Real Estate LLC,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Keller Williams Advisors Realty,2,19.0,1,1,1,2,0.0,1,Low-Engagement Employers
"Keller Williams Advisors, Martin & Associates",1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Keller Williams Advisors- Key Property Partners,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Keller Williams Associate Partners,2,17.0,1,1,2,2,0.0,2,Core Relationship Employers
Keller Williams Greater Columbus Commercial Realty,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Kelley, Golloway, Smith, Goolsbey, SPA",1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
